Sample_01,Sample_02,Sample_03
-4.443969727,-3.641357422,-3.954772949
-4.443054199,-3.63861084,-3.956298828
-4.442749023,-3.638000488,-3.954772949
-4.44519043,-3.638305664,-3.952636719
-4.44732666,-3.63861084,-3.952941895
-4.445800781,-3.637390137,-3.950195313
-4.448547363,-3.639221191,-3.948974609
-4.448852539,-3.639221191,-3.952026367
-4.446411133,-3.639221191,-3.951721191
-4.44519043,-3.639831543,-3.953857422
-4.444580078,-3.637084961,-3.954467773
-4.442138672,-3.637084961,-3.955383301
-4.442443848,-3.636779785,-3.956604004
-4.443664551,-3.635864258,-3.952941895
-4.446411133,-3.636474609,-3.951416016
-4.44519043,-3.638916016,-3.948059082
-4.447021484,-3.638305664,-3.948364258
-4.447631836,-3.639526367,-3.951416016
-4.445495605,-3.639526367,-3.950805664
-4.443359375,-3.63861084,-3.953552246
-4.443359375,-3.637390137,-3.953857422
-4.442138672,-3.637084961,-3.953857422
-4.441833496,-3.635253906,-3.952331543
-4.444274902,-3.634338379,-3.951416016
-4.447021484,-3.635253906,-3.949890137
-4.447021484,-3.63494873,-3.946838379
-4.448547363,-3.637390137,-3.948059082
-4.446716309,-3.637084961,-3.949584961
-4.446105957,-3.637390137,-3.949890137
-4.445800781,-3.637390137,-3.950195313
-4.444274902,-3.636169434,-3.952026367
-4.442138672,-3.63494873,-3.954162598
-4.443664551,-3.635253906,-3.953857422
-4.443359375,-3.634033203,-3.952026367
-4.445800781,-3.63494873,-3.949584961
-4.447631836,-3.635253906,-3.947753906
-4.447631836,-3.63494873,-3.946838379
-4.447937012,-3.636169434,-3.948364258
-4.447021484,-3.637084961,-3.949890137
-4.44519043,-3.636169434,-3.95111084
-4.443969727,-3.636169434,-3.952026367
-4.442138672,-3.634033203,-3.952331543
-4.444885254,-3.6328125,-3.950500488
-4.447021484,-3.632507324,-3.949279785
-4.449157715,-3.633117676,-3.949584961
-4.451599121,-3.633728027,-3.946228027
-4.448852539,-3.634643555,-3.947143555
-4.449462891,-3.635253906,-3.948059082
-4.447021484,-3.635253906,-3.949279785
-4.445800781,-3.634033203,-3.948974609
-4.444274902,-3.633728027,-3.951721191
-4.444580078,-3.632507324,-3.952636719
-4.445495605,-3.631286621,-3.950500488
-4.447631836,-3.631286621,-3.949584961
-4.447021484,-3.631286621,-3.946838379
-4.45098877,-3.6328125,-3.944091797
-4.450378418,-3.633728027,-3.944702148
-4.447937012,-3.633422852,-3.946228027
-4.447937012,-3.634033203,-3.948364258
-4.446716309,-3.633422852,-3.949279785
-4.444885254,-3.630981445,-3.949890137
-4.445495605,-3.63067627,-3.951416016
-4.446716309,-3.630371094,-3.949584961
-4.447631836,-3.629150391,-3.948364258
-4.449462891,-3.628540039,-3.94744873
-4.451904297,-3.629455566,-3.945007324
-4.45098877,-3.629760742,-3.9453125
-4.448852539,-3.630371094,-3.945922852
-4.448852539,-3.630981445,-3.948364258
-4.446411133,-3.629455566,-3.948364258
-4.44519043,-3.629760742,-3.950805664
-4.44519043,-3.627929688,-3.950805664
-4.44732666,-3.626708984,-3.948974609
-4.448852539,-3.62701416,-3.949279785
-4.450378418,-3.625488281,-3.947143555
-4.453125,-3.626098633,-3.944702148
-4.450683594,-3.627319336,-3.9453125
-4.451599121,-3.629150391,-3.944396973
-4.448852539,-3.629455566,-3.946533203
-4.447021484,-3.628234863,-3.948669434
-4.443969727,-3.62701416,-3.948059082
-4.447631836,-3.62701416,-3.946838379
-4.447631836,-3.627319336,-3.946533203
-4.448852539,-3.626403809,-3.947143555
-4.450073242,-3.627319336,-3.944396973
-4.451904297,-3.627624512,-3.942871094
-4.451293945,-3.62701416,-3.943481445
-4.452819824,-3.627929688,-3.942565918
-4.449462891,-3.628540039,-3.945617676
-4.448242188,-3.626708984,-3.945617676
-4.445495605,-3.626098633,-3.945617676
-4.44732666,-3.625488281,-3.9453125
-4.446716309,-3.623657227,-3.946533203
-4.449157715,-3.622741699,-3.9453125
-4.449462891,-3.623352051,-3.944396973
-4.45098877,-3.62487793,-3.944091797
-4.452209473,-3.62487793,-3.940429688
-4.453735352,-3.626403809,-3.940734863
-4.450378418,-3.625488281,-3.944396973
-4.447937012,-3.625183105,-3.944702148
-4.445800781,-3.625183105,-3.945617676
-4.447937012,-3.623657227,-3.945617676
-4.447937012,-3.622131348,-3.945922852
-4.450378418,-3.622131348,-3.944702148
-4.451293945,-3.623352051,-3.941955566
-4.452209473,-3.623352051,-3.941955566
-4.454040527,-3.624267578,-3.939208984
-4.453735352,-3.623657227,-3.940124512
-4.452819824,-3.624267578,-3.941650391
-4.45098877,-3.62487793,-3.943481445
-4.450073242,-3.624267578,-3.943786621
-4.450683594,-3.622436523,-3.944091797
-4.449157715,-3.622131348,-3.944396973
-4.450378418,-3.622131348,-3.943786621
-4.453125,-3.621826172,-3.941650391
-4.453430176,-3.622741699,-3.941650391
-4.454040527,-3.623657227,-3.93951416
-4.454956055,-3.62487793,-3.940429688
-4.452209473,-3.624572754,-3.940734863
-4.450683594,-3.624267578,-3.941955566
-4.448242188,-3.623657227,-3.941955566
-4.450683594,-3.621826172,-3.940734863
-4.449157715,-3.620300293,-3.94317627
-4.45098877,-3.619995117,-3.941650391
-4.452819824,-3.620605469,-3.940429688
-4.454040527,-3.620605469,-3.939208984
-4.454650879,-3.621520996,-3.938598633
-4.454345703,-3.62121582,-3.938598633
-4.453430176,-3.622436523,-3.940429688
-4.452514648,-3.620605469,-3.940429688
-4.450683594,-3.620300293,-3.939208984
-4.450683594,-3.620605469,-3.942565918
-4.45098877,-3.61907959,-3.942565918
-4.451599121,-3.61907959,-3.941345215
-4.452819824,-3.619689941,-3.938903809
-4.455871582,-3.619689941,-3.937683105
-4.455871582,-3.620910645,-3.937072754
-4.455566406,-3.622741699,-3.938598633
-4.454956055,-3.621520996,-3.937988281
-4.453430176,-3.62121582,-3.938903809
-4.451293945,-3.61907959,-3.940429688
-4.450073242,-3.618469238,-3.942871094
-4.451293945,-3.617553711,-3.941345215
-4.452514648,-3.617248535,-3.939208984
-4.454956055,-3.616943359,-3.938903809
-4.454956055,-3.618164063,-3.935852051
-4.456481934,-3.61907959,-3.936157227
-4.45526123,-3.61907959,-3.936767578
-4.453430176,-3.619384766,-3.93737793
-4.452819824,-3.618774414,-3.938598633
-4.452209473,-3.618469238,-3.940429688
-4.451599121,-3.617553711,-3.941650391
-4.451599121,-3.616027832,-3.93951416
-4.452514648,-3.61541748,-3.93951416
-4.45526123,-3.615722656,-3.936462402
-4.454345703,-3.617553711,-3.934631348
-4.457397461,-3.617553711,-3.93737793
-4.456176758,-3.618164063,-3.937072754
-4.454345703,-3.618774414,-3.93737793
-4.454650879,-3.617553711,-3.938293457
-4.452209473,-3.616638184,-3.939819336
-4.451599121,-3.616027832,-3.93951416
-4.452209473,-3.61541748,-3.938903809
-4.453735352,-3.61541748,-3.93951416
-4.457092285,-3.616027832,-3.936462402
-4.458312988,-3.615722656,-3.934326172
-4.458007813,-3.616943359,-3.936157227
-4.456787109,-3.618164063,-3.935241699
-4.456481934,-3.616638184,-3.936157227
-4.453125,-3.616943359,-3.938293457
-4.453125,-3.615722656,-3.937988281
-4.451599121,-3.614807129,-3.937988281
-4.453430176,-3.612976074,-3.93737793
-4.454650879,-3.61328125,-3.936157227
-4.456787109,-3.613586426,-3.936462402
-4.457092285,-3.614807129,-3.93371582
-4.45892334,-3.615112305,-3.934631348
-4.457092285,-3.614501953,-3.934326172
-4.456481934,-3.616333008,-3.935546875
-4.454956055,-3.61541748,-3.936157227
-4.453125,-3.614196777,-3.937988281
-4.45098877,-3.613586426,-3.938293457
-4.454345703,-3.612976074,-3.937072754
-4.45526123,-3.612060547,-3.936462402
-4.457702637,-3.612060547,-3.935546875
-4.457702637,-3.612670898,-3.934936523
-4.458007813,-3.613891602,-3.933105469
-4.457092285,-3.614501953,-3.934020996
-4.457092285,-3.614807129,-3.934936523
-4.453735352,-3.614196777,-3.936462402
-4.454650879,-3.612670898,-3.938293457
-4.452514648,-3.610839844,-3.936157227
-4.453735352,-3.61114502,-3.935241699
-4.454956055,-3.610839844,-3.935241699
-4.459228516,-3.610229492,-3.933410645
-4.459533691,-3.610839844,-3.933105469
-4.459228516,-3.611755371,-3.931884766
-4.458007813,-3.612976074,-3.931884766
-4.457702637,-3.612060547,-3.932189941
-4.455871582,-3.612976074,-3.934631348
-4.454040527,-3.610229492,-3.935852051
-4.454650879,-3.609924316,-3.935241699
-4.455871582,-3.609008789,-3.935546875
-4.456176758,-3.607788086,-3.934631348
-4.45892334,-3.608398438,-3.932495117
-4.459838867,-3.609924316,-3.935241699
-4.459838867,-3.610534668,-3.931274414
-4.459228516,-3.61114502,-3.930358887
-4.457397461,-3.61114502,-3.932800293
-4.45526123,-3.609924316,-3.934326172
-4.454650879,-3.609313965,-3.934020996
-4.452514648,-3.60748291,-3.934936523
-4.454345703,-3.607788086,-3.934936523
-4.456481934,-3.607788086,-3.933105469
-4.458618164,-3.607177734,-3.932495117
-4.460754395,-3.608398438,-3.932800293
-4.457397461,-3.608398438,-3.928833008
-4.458007813,-3.609313965,-3.930053711
-4.457092285,-3.609313965,-3.932495117
-4.455566406,-3.608703613,-3.934936523
-4.454345703,-3.609008789,-3.934936523
-4.455566406,-3.60748291,-3.933105469
-4.456481934,-3.607177734,-3.935241699
-4.45892334,-3.606567383,-3.932800293
-4.460449219,-3.606262207,-3.932495117
-4.461975098,-3.606567383,-3.93157959
-4.459838867,-3.606872559,-3.931274414
-4.461364746,-3.608703613,-3.930664063
-4.458312988,-3.609008789,-3.932189941
-4.457397461,-3.608093262,-3.933410645
-4.456481934,-3.608093262,-3.933105469
-4.456481934,-3.606262207,-3.934936523
-4.45526123,-3.605041504,-3.933105469
-4.457397461,-3.604736328,-3.932800293
-4.45892334,-3.605957031,-3.932189941
-4.461669922,-3.605651855,-3.929748535
-4.459533691,-3.605651855,-3.929443359
-4.459533691,-3.607788086,-3.929748535
-4.457397461,-3.606872559,-3.930358887
-4.456481934,-3.606567383,-3.932800293
-4.456176758,-3.60534668,-3.931884766
-4.457702637,-3.603210449,-3.934631348
-4.456176758,-3.604736328,-3.934020996
-4.460144043,-3.602905273,-3.932189941
-4.461975098,-3.602905273,-3.931274414
-4.461669922,-3.604736328,-3.929443359
-4.461669922,-3.605041504,-3.929138184
-4.461364746,-3.605041504,-3.929443359
-4.45892334,-3.605041504,-3.928222656
-4.457092285,-3.60534668,-3.930969238
-4.456176758,-3.603210449,-3.930969238
-4.456787109,-3.601989746,-3.933105469
-4.456787109,-3.601379395,-3.933410645
-4.45892334,-3.600158691,-3.930053711
-4.460449219,-3.600158691,-3.929748535
-4.463195801,-3.600769043,-3.929138184
-4.460449219,-3.602905273,-3.927612305
-4.46105957,-3.603515625,-3.927612305
-4.459838867,-3.603210449,-3.928222656
-4.457702637,-3.603210449,-3.930358887
-4.457397461,-3.602294922,-3.932495117
-4.457397461,-3.600769043,-3.933105469
-4.457702637,-3.599243164,-3.932189941
-4.459838867,-3.59954834,-3.929443359
-4.46105957,-3.600158691,-3.92791748
-4.463806152,-3.600158691,-3.926086426
-4.461364746,-3.601379395,-3.926086426
-4.462585449,-3.602905273,-3.928527832
-4.460754395,-3.603210449,-3.928222656
-4.460754395,-3.602905273,-3.928222656
-4.457397461,-3.601989746,-3.932189941
-4.459533691,-3.600463867,-3.933410645
-4.458618164,-3.599853516,-3.930053711
-4.459838867,-3.59954834,-3.927307129
-4.460449219,-3.599853516,-3.92791748
-4.462890625,-3.600158691,-3.926391602
-4.464111328,-3.601074219,-3.926696777
-4.461364746,-3.602600098,-3.926696777
-4.459838867,-3.60168457,-3.927001953
-4.459228516,-3.601074219,-3.929138184
-4.457702637,-3.600463867,-3.931884766
-4.457702637,-3.599243164,-3.93157959
-4.459533691,-3.598327637,-3.929748535
-4.460449219,-3.597412109,-3.929748535
-4.462280273,-3.597717285,-3.927612305
-4.465637207,-3.598022461,-3.927001953
-4.465637207,-3.598937988,-3.924865723
-4.465332031,-3.600463867,-3.925476074
-4.462890625,-3.59954834,-3.925476074
-4.461975098,-3.599243164,-3.929443359
-4.459838867,-3.598632813,-3.930664063
-4.460754395,-3.597106934,-3.929748535
-4.460754395,-3.596191406,-3.929443359
-4.461364746,-3.596496582,-3.927307129
-4.461669922,-3.596496582,-3.924865723
-4.464416504,-3.597106934,-3.923034668
-4.466552734,-3.598022461,-3.924865723
-4.463500977,-3.598022461,-3.924255371
-4.461669922,-3.598022461,-3.926086426
-4.461975098,-3.598937988,-3.927612305
-4.459533691,-3.597106934,-3.928527832
-4.460754395,-3.596496582,-3.930358887
-4.460754395,-3.59588623,-3.928222656
-4.462280273,-3.594360352,-3.928222656
-4.46472168,-3.594665527,-3.925476074
-4.465942383,-3.596496582,-3.92364502
-4.467468262,-3.596801758,-3.922424316
-4.467468262,-3.596496582,-3.923950195
-4.46472168,-3.597106934,-3.92364502
-4.463500977,-3.596801758,-3.926086426
-4.460754395,-3.596191406,-3.928527832
-4.461975098,-3.594665527,-3.929138184
-4.463500977,-3.594970703,-3.926696777
-4.464416504,-3.594360352,-3.925170898
-4.465026855,-3.59375,-3.924865723
-4.46472168,-3.594360352,-3.921813965
-4.467468262,-3.594970703,-3.923034668
-4.46472168,-3.59588623,-3.922119141
-4.463806152,-3.595581055,-3.925476074
-4.463195801,-3.59588623,-3.925170898
-4.459533691,-3.594970703,-3.928833008
-4.460449219,-3.592834473,-3.927001953
-4.463195801,-3.592834473,-3.925170898
-4.462585449,-3.59161377,-3.924560547
-4.465942383,-3.593139648,-3.921203613
-4.465637207,-3.592834473,-3.921813965
-4.469299316,-3.594970703,-3.923034668
-4.46685791,-3.594055176,-3.91998291
-4.466247559,-3.594055176,-3.922424316
-4.46472168,-3.59375,-3.924560547
-4.462280273,-3.592529297,-3.926086426
-4.462280273,-3.59161377,-3.924865723
-4.463806152,-3.591308594,-3.924255371
-4.465332031,-3.590393066,-3.924255371
-4.465942383,-3.590698242,-3.920898438
-4.464111328,-3.59161377,-3.919677734
-4.465332031,-3.59161377,-3.920288086
-4.465637207,-3.59161377,-3.919677734
-4.464416504,-3.59161377,-3.921813965
-4.462280273,-3.590698242,-3.923339844
-4.461364746,-3.590087891,-3.924255371
-4.461669922,-3.589477539,-3.923950195
-4.46472168,-3.588562012,-3.922424316
-4.465942383,-3.58795166,-3.922424316
-4.467163086,-3.587646484,-3.922119141
-4.467773438,-3.590087891,-3.921203613
-4.467773438,-3.591003418,-3.918457031
-4.468078613,-3.59161377,-3.918457031
-4.465026855,-3.592529297,-3.921813965
-4.46472168,-3.591918945,-3.921813965
-4.465026855,-3.589477539,-3.922119141
-4.462280273,-3.589477539,-3.921508789
-4.462280273,-3.588256836,-3.922424316
-4.46472168,-3.588256836,-3.921203613
-4.465942383,-3.587341309,-3.919677734
-4.467163086,-3.58795166,-3.918457031
-4.46472168,-3.588562012,-3.917541504
-4.466247559,-3.589477539,-3.918151855
-4.464416504,-3.590087891,-3.91998291
-4.461364746,-3.589782715,-3.920898438
-4.463195801,-3.590087891,-3.921203613
-4.460449219,-3.588562012,-3.920898438
-4.463500977,-3.587036133,-3.922424316
-4.465942383,-3.58795166,-3.921203613
-4.467163086,-3.588256836,-3.91998291
-4.467468262,-3.589477539,-3.917541504
-4.467773438,-3.589477539,-3.917541504
-4.465637207,-3.590087891,-3.917236328
-4.464416504,-3.590087891,-3.91784668
-4.462585449,-3.58795166,-3.920288086
-4.462890625,-3.587036133,-3.918151855
-4.462585449,-3.584289551,-3.920288086
-4.461364746,-3.583068848,-3.91998291
-4.464111328,-3.582763672,-3.919677734
-4.465026855,-3.583068848,-3.919067383
-4.470214844,-3.583984375,-3.915710449
-4.468078613,-3.585510254,-3.913879395
-4.467773438,-3.586730957,-3.916320801
-4.467163086,-3.585510254,-3.918151855
-4.462890625,-3.585510254,-3.918457031
-4.462890625,-3.585510254,-3.919372559
-4.461364746,-3.584289551,-3.920593262
-4.461364746,-3.584289551,-3.918457031
-4.464416504,-3.584594727,-3.919067383
-4.465332031,-3.584899902,-3.917541504
-4.468688965,-3.585205078,-3.915405273
-4.466552734,-3.586425781,-3.913574219
-4.467773438,-3.586730957,-3.916625977
-4.46472168,-3.587341309,-3.916320801
-4.464111328,-3.586120605,-3.918762207
-4.465026855,-3.585205078,-3.918762207
-4.463500977,-3.583984375,-3.919677734
-4.464111328,-3.583068848,-3.91998291
-4.465026855,-3.582763672,-3.918151855
-4.467163086,-3.583374023,-3.917236328
-4.47052002,-3.584899902,-3.915100098
-4.468078613,-3.585510254,-3.91418457
-4.467773438,-3.586120605,-3.915710449
-4.465637207,-3.58581543,-3.916320801
-4.465026855,-3.586120605,-3.916320801
-4.462890625,-3.584594727,-3.915100098
-4.462890625,-3.583068848,-3.91784668
-4.463500977,-3.583374023,-3.918151855
-4.46472168,-3.58215332,-3.91784668
-4.467468262,-3.583374023,-3.916015625
-4.470214844,-3.583374023,-3.913269043
-4.467773438,-3.583374023,-3.912963867
-4.469299316,-3.584594727,-3.915405273
-4.468383789,-3.584594727,-3.916320801
-4.465637207,-3.584289551,-3.915405273
-4.464111328,-3.583374023,-3.915100098
-4.466247559,-3.583068848,-3.917541504
-4.465332031,-3.582763672,-3.919372559
-4.467163086,-3.582458496,-3.915405273
-4.468688965,-3.581848145,-3.91418457
-4.469299316,-3.584289551,-3.912963867
-4.469604492,-3.583374023,-3.91204834
-4.467773438,-3.585205078,-3.912963867
-4.467468262,-3.584594727,-3.913879395
-4.466552734,-3.584289551,-3.915405273
-4.463500977,-3.58215332,-3.915405273
-4.463806152,-3.581237793,-3.917541504
-4.463806152,-3.579711914,-3.917541504
-4.466247559,-3.579711914,-3.914794922
-4.468994141,-3.579406738,-3.913879395
-4.472351074,-3.580932617,-3.910522461
-4.471435547,-3.581542969,-3.91204834
-4.469909668,-3.58215332,-3.912353516
-4.470214844,-3.582458496,-3.912658691
-4.465942383,-3.581848145,-3.912658691
-4.46472168,-3.580932617,-3.916320801
-4.466552734,-3.580932617,-3.917236328
-4.466552734,-3.58001709,-3.915405273
-4.465637207,-3.579406738,-3.913879395
-4.468078613,-3.579711914,-3.913269043
-4.470825195,-3.580627441,-3.911743164
-4.47052002,-3.581542969,-3.912658691
-4.469299316,-3.583068848,-3.911743164
-4.469604492,-3.583068848,-3.910827637
-4.468688965,-3.58215332,-3.91418457
-4.464111328,-3.580322266,-3.91418457
-4.465637207,-3.579406738,-3.915405273
-4.465637207,-3.578186035,-3.915710449
-4.467468262,-3.578796387,-3.914794922
-4.468994141,-3.578186035,-3.912963867
-4.471435547,-3.58001709,-3.911437988
-4.470825195,-3.58001709,-3.910522461
-4.468994141,-3.580322266,-3.910217285
-4.468688965,-3.580627441,-3.909606934
-4.467468262,-3.580322266,-3.912353516
-4.464416504,-3.579101563,-3.913574219
-4.46472168,-3.577270508,-3.913574219
-4.465332031,-3.576660156,-3.912963867
-4.467468262,-3.577270508,-3.911437988
-4.468994141,-3.577575684,-3.909301758
-4.469909668,-3.577575684,-3.907775879
-4.470825195,-3.578491211,-3.910217285
-4.468994141,-3.579406738,-3.909606934
-4.469909668,-3.579406738,-3.909301758
-4.468078613,-3.578491211,-3.911437988
-4.46685791,-3.577880859,-3.912963867
-4.46685791,-3.575744629,-3.911743164
-4.469604492,-3.574829102,-3.91204834
-4.469299316,-3.573608398,-3.911132813
-4.471130371,-3.574523926,-3.908081055
-4.471130371,-3.575439453,-3.908081055
-4.471740723,-3.576965332,-3.910827637
-4.471435547,-3.577270508,-3.908996582
-4.470214844,-3.577270508,-3.908691406
-4.467468262,-3.577270508,-3.911437988
-4.466552734,-3.577270508,-3.912658691
-4.465332031,-3.574523926,-3.912658691
-4.466552734,-3.575134277,-3.912353516
-4.468383789,-3.57421875,-3.910217285
-4.471435547,-3.575439453,-3.907775879
-4.47052002,-3.575439453,-3.909912109
-4.474182129,-3.575134277,-3.908691406
-4.472961426,-3.577270508,-3.907470703
-4.469604492,-3.576965332,-3.909606934
-4.469299316,-3.577575684,-3.910522461
-4.467468262,-3.576049805,-3.913269043
-4.467163086,-3.575134277,-3.910522461
-4.467773438,-3.574523926,-3.911132813
-4.469299316,-3.57421875,-3.909301758
-4.470825195,-3.574523926,-3.906860352
-4.469299316,-3.575744629,-3.907470703
-4.471435547,-3.575134277,-3.907165527
-4.469299316,-3.576660156,-3.907470703
-4.469299316,-3.576049805,-3.906555176
-4.468078613,-3.576049805,-3.908996582
-4.466552734,-3.573608398,-3.911743164
-4.466247559,-3.572998047,-3.910827637
-4.469604492,-3.571777344,-3.910522461
-4.471130371,-3.571166992,-3.907470703
-4.473266602,-3.571472168,-3.907165527
-4.472351074,-3.572387695,-3.905029297
-4.47479248,-3.573913574,-3.90625
-4.473266602,-3.573913574,-3.904724121
-4.47052002,-3.573913574,-3.905029297
-4.469909668,-3.573608398,-3.906860352
-4.469604492,-3.57208252,-3.909606934
-4.467468262,-3.572387695,-3.910827637
-4.468078613,-3.570861816,-3.907470703
-4.469299316,-3.569946289,-3.908081055
-4.473266602,-3.569335938,-3.904724121
-4.471740723,-3.571166992,-3.905029297
-4.474182129,-3.572692871,-3.905029297
-4.472351074,-3.573608398,-3.904418945
-4.47052002,-3.572998047,-3.904724121
-4.470825195,-3.572692871,-3.906860352
-4.468994141,-3.572387695,-3.909301758
-4.468688965,-3.569641113,-3.907775879
-4.469299316,-3.569335938,-3.906860352
-4.471130371,-3.56842041,-3.906555176
-4.473876953,-3.569641113,-3.903503418
-4.473876953,-3.569335938,-3.905334473
-4.473876953,-3.571472168,-3.903198242
-4.472045898,-3.572387695,-3.903198242
-4.471740723,-3.571472168,-3.90411377
-4.469909668,-3.570861816,-3.905639648
-4.469909668,-3.569946289,-3.907470703
-4.468688965,-3.568725586,-3.907470703
-4.471435547,-3.56842041,-3.905639648
-4.472961426,-3.568115234,-3.904724121
-4.475097656,-3.56842041,-3.902893066
-4.474182129,-3.569335938,-3.905029297
-4.476623535,-3.571472168,-3.902893066
-4.476623535,-3.57208252,-3.902282715
-4.473876953,-3.571472168,-3.902282715
-4.474182129,-3.570556641,-3.905334473
-4.472045898,-3.569641113,-3.904724121
-4.47052002,-3.56842041,-3.906555176
-4.471435547,-3.567504883,-3.905944824
-4.473571777,-3.568115234,-3.905944824
-4.475097656,-3.568725586,-3.902893066
-4.474487305,-3.568725586,-3.902893066
-4.477233887,-3.570556641,-3.901672363
-4.475708008,-3.571166992,-3.901367188
-4.472961426,-3.571166992,-3.903808594
-4.472961426,-3.569946289,-3.90411377
-4.470825195,-3.56842041,-3.908996582
-4.471130371,-3.568115234,-3.905944824
-4.472045898,-3.567199707,-3.904724121
-4.473876953,-3.567810059,-3.904724121
-4.475097656,-3.567810059,-3.901367188
-4.474487305,-3.567504883,-3.901367188
-4.477233887,-3.567810059,-3.900146484
-4.476623535,-3.569335938,-3.899841309
-4.473571777,-3.569335938,-3.902587891
-4.473876953,-3.56842041,-3.902282715
-4.47265625,-3.566894531,-3.905029297
-4.471130371,-3.56628418,-3.90411377
-4.471740723,-3.564453125,-3.90411377
-4.474487305,-3.564453125,-3.903503418
-4.475402832,-3.565673828,-3.901672363
-4.473876953,-3.56628418,-3.899841309
-4.476928711,-3.567810059,-3.897705078
-4.475402832,-3.568115234,-3.89831543
-4.472961426,-3.568115234,-3.901062012
-4.470214844,-3.567810059,-3.902282715
-4.470825195,-3.565979004,-3.901977539
-4.468688965,-3.565979004,-3.903503418
-4.469909668,-3.564758301,-3.901977539
-4.47265625,-3.564147949,-3.901977539
-4.476318359,-3.564147949,-3.899841309
-4.475402832,-3.565368652,-3.898010254
-4.475097656,-3.564147949,-3.896179199
-4.47479248,-3.565063477,-3.898620605
-4.472351074,-3.565979004,-3.899230957
-4.472045898,-3.565673828,-3.902282715
-4.471435547,-3.563232422,-3.901367188
-4.469909668,-3.563232422,-3.902893066
-4.471740723,-3.562011719,-3.901672363
-4.474182129,-3.561706543,-3.902587891
-4.476318359,-3.562011719,-3.900756836
-4.475097656,-3.562927246,-3.897094727
-4.475097656,-3.563842773,-3.896484375
-4.476013184,-3.564453125,-3.897399902
-4.473876953,-3.564758301,-3.899841309
-4.472351074,-3.565063477,-3.899536133
-4.471740723,-3.56262207,-3.901672363
-4.469909668,-3.561706543,-3.901672363
-4.470214844,-3.561401367,-3.90045166
-4.472045898,-3.56048584,-3.899841309
-4.473876953,-3.560791016,-3.897399902
-4.473876953,-3.561706543,-3.894042969
-4.474182129,-3.562316895,-3.895568848
-4.474487305,-3.562927246,-3.896484375
-4.472961426,-3.563232422,-3.897399902
-4.471435547,-3.563232422,-3.899841309
-4.472045898,-3.562927246,-3.901062012
-4.469909668,-3.561706543,-3.902282715
-4.471130371,-3.561401367,-3.899841309
-4.472961426,-3.560180664,-3.90045166
-4.474487305,-3.561401367,-3.897705078
-4.477233887,-3.561706543,-3.896789551
-4.475097656,-3.562316895,-3.895874023
-4.47479248,-3.563842773,-3.895263672
-4.473876953,-3.563537598,-3.897399902
-4.471740723,-3.563537598,-3.89831543
-4.472045898,-3.561401367,-3.899841309
-4.470825195,-3.560791016,-3.901062012
-4.47052002,-3.559265137,-3.899536133
-4.473266602,-3.558044434,-3.89831543
-4.474487305,-3.558349609,-3.897705078
-4.475097656,-3.560180664,-3.892822266
-4.47479248,-3.561096191,-3.893737793
-4.474487305,-3.561401367,-3.895263672
-4.473571777,-3.562011719,-3.896484375
-4.470214844,-3.560791016,-3.897705078
-4.471740723,-3.560791016,-3.896789551
-4.472045898,-3.560180664,-3.899230957
-4.47265625,-3.558349609,-3.89831543
-4.474487305,-3.558959961,-3.896789551
-4.474487305,-3.558654785,-3.896789551
-4.476928711,-3.559875488,-3.891906738
-4.475402832,-3.560791016,-3.89251709
-4.474487305,-3.56048584,-3.894348145
-4.47265625,-3.561706543,-3.895263672
-4.470214844,-3.561096191,-3.895263672
-4.469604492,-3.560180664,-3.896179199
-4.470214844,-3.558959961,-3.898925781
-4.471435547,-3.558349609,-3.896789551
-4.473571777,-3.557434082,-3.896789551
-4.473876953,-3.557739258,-3.896484375
-4.476623535,-3.557434082,-3.891906738
-4.477539063,-3.560180664,-3.892211914
-4.475402832,-3.560180664,-3.89465332
-4.473571777,-3.560180664,-3.893737793
-4.473571777,-3.560180664,-3.895263672
-4.469604492,-3.558349609,-3.898620605
-4.471740723,-3.557434082,-3.898620605
-4.471130371,-3.555603027,-3.898010254
-4.47265625,-3.555603027,-3.895874023
-4.472351074,-3.555908203,-3.895263672
-4.475402832,-3.557434082,-3.891296387
-4.475097656,-3.557739258,-3.893127441
-4.473571777,-3.558044434,-3.893737793
-4.474487305,-3.557739258,-3.892822266
-4.47265625,-3.557739258,-3.895263672
-4.469299316,-3.555603027,-3.895568848
-4.470214844,-3.554992676,-3.897094727
-4.471740723,-3.553771973,-3.894958496
-4.47265625,-3.553771973,-3.896179199
-4.474182129,-3.553161621,-3.893432617
-4.476013184,-3.554992676,-3.890991211
-4.477539063,-3.555603027,-3.890686035
-4.476013184,-3.55682373,-3.891296387
-4.47265625,-3.557434082,-3.891601563
-4.473571777,-3.557128906,-3.892822266
-4.471435547,-3.555297852,-3.89465332
-4.470825195,-3.554992676,-3.897094727
-4.471130371,-3.553161621,-3.895568848
-4.473876953,-3.553771973,-3.893737793
-4.474487305,-3.554077148,-3.892211914
-4.476318359,-3.555297852,-3.889770508
-4.475097656,-3.556213379,-3.889770508
-4.474182129,-3.555603027,-3.890380859
-4.472961426,-3.554992676,-3.89251709
-4.47265625,-3.555603027,-3.89251709
-4.470214844,-3.554077148,-3.894348145
-4.469909668,-3.551940918,-3.893737793
-4.471435547,-3.55255127,-3.893127441
-4.473266602,-3.55255127,-3.892822266
-4.474487305,-3.553161621,-3.889770508
-4.476623535,-3.552246094,-3.889160156
